JD,year,x_lo,x_med,x_hi,y_lo,y_med,y_hi
2476011.007518797,2066.9869861761713,-0.10123046598343467,-0.09901913453862274,-0.09686332230492833,-1.2465968561778762,-1.2151625192136424,-1.1826408022536983
2476285.6315789474,2067.73888193484,-0.10272281736593102,-0.10047709870168936,-0.098288577456021,-1.257663875532588,-1.2249072397711513,-1.190930165304718
2476560.2556390977,2068.4907776935083,-0.10417361713442067,-0.10190604903029342,-0.09968736617971827,-1.268344512848023,-1.234222943962556,-1.1988442451946153
2476834.879699248,2069.242673452177,-0.10559084058475232,-0.10328865314602587,-0.10104736035763842,-1.278628052784701,-1.243128992235093,-1.2062573085796675
2477109.5037593986,2069.9945692108467,-0.10698822822399293,-0.10465236261254116,-0.10237868925117737,-1.2885454347484195,-1.2516106228153498,-1.2132779899958028
2477384.127819549,2070.7464649695153,-0.10834937329519465,-0.1059829856271165,-0.10366517999393099,-1.29808623317586,-1.2597185713506098,-1.2198830864001013
2477658.751879699,2071.4983607281843,-0.10968535529946144,-0.10727319689872257,-0.10492520704841571,-1.3072239418747988,-1.2673720464199474,-1.2261122830102278
2477933.3759398498,2072.250256486854,-0.11099454703694787,-0.108528046359708,-0.10614039471546001,-1.3159578997566315,-1.2746594867486416,-1.231914629648591
2478208.0,2073.0021522455227,-0.11227612505689581,-0.10975499505671789,-0.10733670671134908,-1.3244230684760718,-1.2815907500706758,-1.2373612367229976
2478482.6240601502,2073.754048004191,-0.1135280581305223,-0.11094608470135836,-0.10848600622881811,-1.3324676957071913,-1.288124754073669,-1.2423954892538323
2478757.248120301,2074.505943762861,-0.11475150369673923,-0.11211640479910479,-0.1095981355148789,-1.3401791524038291,-1.2942896281725353,-1.2470246970510313
2479031.872180451,2075.2578395215296,-0.11594454066312035,-0.11324630146244256,-0.1106801917942124,-1.347531497408058,-1.3000772313958575,-1.2512886479046121
2479306.4962406014,2076.0097352801986,-0.11710414268390235,-0.11435223212231085,-0.11171013327573234,-1.3544711577493755,-1.3055261939447587,-1.255196430909453
2479581.120300752,2076.7616310388685,-0.11825167591662675,-0.1154166619135493,-0.11270760145546076,-1.361151468116064,-1.3106051909639838,-1.258703837209816
2479855.7443609023,2077.513526797537,-0.1193529092474215,-0.11644462638041693,-0.1136985050061256,-1.367467348365058,-1.3153729047189566,-1.2618633714848686
2480130.3684210526,2078.2654225562055,-0.12042994990212312,-0.11746891897713255,-0.1146308129082716,-1.3734630768802776,-1.3197756497173425,-1.2646998601942347
2480404.992481203,2079.017318314874,-0.12147973244628775,-0.11844396331243799,-0.11553768075071452,-1.3791324403849363,-1.32386316632728,-1.267221141492494
2480679.6165413535,2079.769214073544,-0.12250604277906897,-0.11939298926380658,-0.11641928299544936,-1.3844841342364194,-1.3276080743281895,-1.2694123599697107
