$\Omega$ (deg),$\omega$ (deg),$a$ (''),$i$ (deg),$P$ (years),$T_\mathrm{p}$ (years),$e$
184.60442244717711,56.66866118280686,1.212755519206438,88.09267727637342,248.42169200129464,2021.171551547915,0.47800042117492275
184.74731511539582,57.12955057615228,1.1984205171625872,88.13936982681194,244.62191379105286,2021.2021621098754,0.4678938532355004
184.51251777879327,62.308360340650076,1.1244942697918818,87.98296650565966,223.74860956058464,2022.4985546291512,0.44642910778121175
184.81554540594524,54.53999936109985,1.248658005493765,88.19312891885704,258.7647729558629,2020.5566567683434,0.4845760690805959
184.52859333963923,61.50365886717087,1.1367875826606222,87.969397877848,227.33224716375722,2022.3128071358276,0.4513194947257906
184.5794635813716,57.04142193918836,1.1992759230003613,88.04466128170176,244.5928004877605,2021.162078145913,0.46709357769906573
184.5980674213722,62.90886750239842,1.1195279363787787,87.98464137110702,223.04121625389288,2022.6443049936763,0.4454419450250776
184.51537936917964,59.32912194818571,1.1565193869031813,87.96962471651229,232.74921574639816,2021.7544050083957,0.4540516517730974
184.8661272530837,55.81010711351087,1.2335071393199444,88.23044087601339,253.99000687291502,2020.9441616586375,0.4840049913234772
184.8648554426138,55.68256043489544,1.2366488953849761,88.22327507237792,255.10600087095017,2020.91001241485,0.484962947902868
184.49750092073862,53.76985068014821,1.2684477497807336,88.06596444719005,264.3633397057719,2020.3509125127282,0.4905774647844718
184.78623424682746,54.568071005557755,1.2526300482657287,88.186871471848,260.52226722414827,2020.5885242095885,0.4876789127430901
184.65409502301947,55.70812928212442,1.2281128964330417,88.13499765620222,253.220607500406,2020.8666848555376,0.47910736902914713
184.46668165331496,59.842829364793346,1.158507134466384,87.95975076282812,233.36777745482544,2021.914029041559,0.4583831990316848
184.80325956117082,58.283080596587,1.1764718278407005,88.17161147400469,238.73942063717521,2021.4560249308163,0.458410833934078
184.4826024997129,62.24001815316347,1.1238266443710172,87.95317954926125,223.9244209047674,2022.5158648411966,0.4488965753581942
184.88473300927333,56.153586209633346,1.2191273530904538,88.20853824070284,250.6156622249629,2020.9687119110986,0.4754916151052284
184.70031990375256,56.178743650798204,1.223265544683095,88.09726462365879,251.6470071732978,2020.983301020819,0.47789206430020503
184.78334618638266,56.18894442127849,1.2252636980459666,88.14168425164097,252.1090680129234,2021.0190225221136,0.48025626495308976
184.58289785081317,59.85457539308767,1.1556241656300221,87.99801471107872,232.40505939247902,2021.9016117574429,0.45543701690619814
184.67651829728854,60.97742789460689,1.1376283687671787,88.10100797293097,227.63947696112,2022.1604270505316,0.4488395082233761
184.71794562786835,55.26305091208377,1.238983235372193,88.10745149954501,256.0875720984994,2020.7709758350193,0.4837655316830223
184.72486084927505,55.39074577961579,1.23698594632653,88.10919687146644,255.5206029041598,2020.8062835859978,0.48318998221753007
184.6542121419222,55.53640145766985,1.2282372781544748,88.14457980180786,252.41014634729547,2020.8022815395377,0.4774592380448971
184.67857324865818,56.3623249147168,1.2159189221773605,88.14909014329966,248.97597433261285,2021.0306338692517,0.4748713205627001
184.58930017467895,56.654951438900724,1.21623115845995,88.07375266134147,249.23235049759384,2021.0991464778147,0.47543892699620854
184.64974318990085,55.201562218105224,1.2381200306690003,88.18439066525822,255.45613102837308,2020.7037313239514,0.480201820484887
184.6252628004245,55.05320269655619,1.240057935438692,88.16493916458087,255.69647847596957,2020.6467734300682,0.479609850463991
184.59727905138638,59.786949558141565,1.1570520269055005,87.96440886345623,233.4892958965578,2021.915404289458,0.458592131126492
184.6441357610694,60.74531070119877,1.138507700226074,88.04930429559916,228.3635889968269,2022.0669845789182,0.44597591835172207
184.65166622775064,59.40752100717786,1.1559114973079399,88.07267506262403,232.84144216672243,2021.727103817612,0.4506189124396796
184.66032048628063,58.04036822923004,1.1878146255802886,88.09139059136557,241.39611474545768,2021.4713361578438,0.46758142687692444
184.64132558806992,57.517618884988025,1.1877298291854017,88.0994816354592,240.57099149842423,2021.2929927866958,0.46339163766675184
184.63684414299274,60.57034845536692,1.1398119500105475,88.08540829959604,228.4938682755776,2022.035311501051,0.4470428723525897
184.681275112836,57.278488968456564,1.1994271781079162,88.06435366375825,245.03532546536613,2021.2943819515185,0.4721703517469946
184.72653062199456,56.27192301940143,1.216366481965059,88.16855514597017,249.55720465067625,2021.0078032785011,0.47519832375531773
184.64702755359318,59.537457045127226,1.1649900297229037,88.0686249722487,235.0236004041583,2021.8436725590918,0.4606710103636757
184.67041516293926,55.62388210610594,1.2300393404993193,88.1175774410227,253.42454885375136,2020.8235828611732,0.4784181297877965
184.41682299764182,58.45604896705956,1.175844909067106,87.9508710529954,237.5179867594174,2021.4952600341019,0.4579525161465617
184.82736953179298,60.76006086524189,1.141701416558447,88.17018570225974,228.95620951094978,2022.1220554491672,0.45099405711419965
184.58887250111894,58.061381244662236,1.1825107489920497,88.0085114104652,239.8665951283195,2021.444982464253,0.46343080603132764
184.63636599412985,61.41975963979544,1.129309046250824,88.05725248834156,225.56232559591564,2022.2926706059648,0.44740273288375715
184.60267229886722,57.35716827963875,1.1962887945155616,88.08305345807337,243.477238633206,2021.2186281663987,0.4647996715559053
184.61486814956726,57.970551320312985,1.183500162421582,88.08390841332587,240.36338419140557,2021.4111723747237,0.4629912476041573
184.7420042079169,60.60296952283272,1.1404839465139354,88.12654579854379,227.6825411554955,2022.023485196132,0.4454450005476844
184.58551178607033,59.60857160762582,1.1582962884769041,88.05344472206585,232.9962830754449,2021.804549164756,0.45370312389774503
184.67673748702504,58.15651548984081,1.1840603828325897,88.07472002205091,241.1072192421933,2021.5000979232318,0.4665941038614663
184.57859413985958,61.73048591449435,1.1275024570829966,88.02782534074935,224.90046364599644,2022.3262691159937,0.44419764858314353
184.63108850907523,63.02960205136,1.1139742050826897,88.00618140797694,221.27828500260853,2022.6966785914208,0.44496137113656337
184.6070356203006,61.67465970112431,1.1264705064325817,88.03964318289327,224.28536213127109,2022.3070944141482,0.44271694197295364
184.61627739213714,61.95131208739504,1.1223080902645612,88.02274816073233,222.9869543837176,2022.3681134092076,0.44087445029194716
184.62798075506984,62.7780636622084,1.1118760751057624,88.01419745854055,220.22851503542353,2022.570647570357,0.4378923517248814
184.57896396631378,61.38644098853229,1.1306606617486834,88.00024272174329,226.74969342222212,2022.270586488278,0.44708365795762894
184.63161104527185,61.7602162721984,1.1271414309298076,88.01022971828603,225.51666729901922,2022.3756100885137,0.4473760756015436
184.82012867922262,56.028173550900476,1.221051089789182,88.20382304323255,251.7669616432993,2020.932415659065,0.4761535425837043
184.75591600104093,56.955956650900816,1.2067795908321968,88.13622291798829,247.3754609663965,2021.1743732503637,0.4722275771430023
184.51611840839863,62.18850681721871,1.1176460411080837,87.99942119868784,221.3955305943282,2022.41851683525,0.43852274840067823
184.67156781272988,63.26191916014371,1.1037976963735878,88.0394958459362,218.6888548773882,2022.704718316723,0.43621600061814114
184.5905476316517,57.22356603280265,1.2020383448844691,88.06500907510738,245.14536567774942,2021.2452520152335,0.470732297005025
184.61897162089048,61.83480927676545,1.1283339654524644,88.01910255315609,225.67357268181217,2022.378077439764,0.4465996630414231
184.62460106248736,60.21308169777625,1.1464993846190754,88.06764290595358,229.64639961418897,2021.9560281896966,0.4499888661326669
184.7648464295019,58.11212371067087,1.18472768821005,88.11061595676652,240.6085851190935,2021.46955410625,0.465010252343273
184.51147983773203,60.918914367632915,1.1415228829691328,88.0060036407053,228.98034145476865,2022.1695079400192,0.4521341183901941
184.55748358517448,61.8453816885564,1.1245349031927192,88.01918917926758,223.7799551558643,2022.3696869050393,0.4440269745454352
184.75299538671456,59.54300831492498,1.1590099950411021,88.15912330654773,233.80012863058576,2021.7722620733525,0.45305591524977984
184.49443473486468,61.03180938737401,1.1313392392872577,88.02160443196968,225.25414544729952,2022.1359444960324,0.44280258950480367
184.71311417709964,59.82180793763443,1.1629239828742612,88.03093846471292,235.1682548377212,2021.927512820436,0.4616644827402191
184.61210568366477,56.37568326611694,1.2053270677338634,88.14846277224314,245.51728919026488,2020.9682875663354,0.46645305530567216
