K1 [km/s],K2 [km/s],$\gamma_{AB}$ [km/s],$\pi$ [mas],$MA$ [$M_{\odot}$],$MB$ [$M_{\odot}$],$a$ (AU),$d$ (pc)
3.9648443914498888,3.2927177530410794,8.78907136347155,22.682687224534344,1.121572733870958,1.3505139817660856,53.74704244794264,44.08648720061558
3.8372781338092037,3.5493132306471824,8.951741209946658,22.30207053650951,1.2521599068137688,1.353750857760424,54.84986439624756,44.83888607396135
3.873662983030047,3.4257138763359394,8.934564896307618,22.597743438568184,1.1770590474070806,1.3309722368460555,54.22062169069393,44.252206098298856
3.935350541387174,3.5419483767882936,8.981262364466522,22.23523244818127,1.2312537196827644,1.3680083606221782,51.97265953136218,44.97366970777024
3.591960528015556,3.8640663358470944,9.43838321783793,22.328467857682824,1.3227653974841345,1.2296168550497248,50.94968342737145,44.785876324958764
3.714665768122452,3.6780792540872107,9.223371129107612,22.260217886953992,1.3081658628095048,1.3211784232775585,55.659079424299875,44.92319010884742
3.727210437346839,3.6788373924726177,9.202849154582452,22.225588155644978,1.3116656527714423,1.32891274871847,55.65593754657751,44.99318501706397
3.6906595801158106,3.6663679512309804,9.256031336866489,22.40932633429609,1.2879436863137157,1.2964769951546868,54.8092013044914,44.62427763701052
3.7186215648903276,3.6767381802296843,9.23135670840842,22.33842765433964,1.2934837338257987,1.308218391046544,54.43171475594641,44.76590812360655
4.098516101812945,3.2869500454887164,8.734275830874763,22.35789879626684,1.1533953286818692,1.4381749831721626,54.398276400778194,44.72692219927987
3.844218515396963,3.4640661156408203,8.90453136238058,22.507971165232078,1.2090204930139181,1.341700420714597,55.008068989421695,44.42870450912491
3.8111018145058013,3.483721535558749,8.859327014367256,22.55500034340856,1.2139281376995301,1.3280061798981602,54.979291357053086,44.336066715788746
3.7707485338946936,3.8511741413802865,9.126983816630762,21.77806682337862,1.3899902572806337,1.3609625356723911,53.12923485308678,45.917757903401515
4.250964479759336,3.3073861451512396,8.773916599109548,21.937482551611353,1.1729192254753522,1.5075463663147664,51.897828182771505,45.58408184017213
3.9076942769753633,3.6379583987400648,8.959193933199037,21.93863138868672,1.300774210612302,1.397219918789408,52.68840507088415,45.58169478683518
3.706419317580142,3.61124200311624,9.27054973014742,22.645332139813434,1.2222219003805679,1.2544345845642382,52.452956673219035,44.15921099438724
