JD,year,rho_lo,rho_med,rho_hi,theta_lo,theta_med,theta_hi
2444341.754530075,1980.2794450037143,0.10564840538030065,0.10997542255992868,0.11438676776297908,336.5405527870622,337.7124962275182,338.8512285759068
2444566.2688533836,1980.8941448496191,0.1246282740987929,0.12907761487540084,0.13357988580421373,341.23346233866556,342.1167869638076,342.98165385990984
2444790.7831766917,1981.5088446955226,0.14418330998776085,0.1486792322413031,0.15323691317920105,344.67174725150494,345.3779815950343,346.07005759778065
2445015.2975,1982.123544541426,0.1640921253196212,0.1686029935992348,0.1732055188688818,347.28894197148963,347.8735040361111,348.447866421294
2445239.8118233085,1982.738244387331,0.18417803162813381,0.188721565568954,0.1933584479763837,349.3328403897685,349.83498714489986,350.32951787222777
2445464.3261466166,1983.3529442332344,0.20436697136618728,0.20893660893307253,0.2135980439953014,350.9790218819537,351.41901302858565,351.8532982470501
2445688.8404699247,1983.967644079138,0.22464417794532754,0.22919849502825906,0.23391226065238324,352.3291707478153,352.7240529362894,353.11378351333684
2445913.3547932333,1984.5823439250426,0.24491899971407796,0.24948192987433188,0.2542160822226384,353.4582031519837,353.81478611829675,354.169632966559
2446137.8691165415,1985.197043770946,0.2651521202954035,0.2697551253209439,0.2744935933797474,354.41268585578933,354.74342721333414,355.07112696774567
2446362.3834398496,1985.8117436168495,0.2853261691094336,0.28995072571754454,0.29471968699178114,355.2335251297032,355.5440839468549,355.8464304706392
2446586.8977631577,1986.426443462753,0.30543339000644404,0.31007714770917294,0.31486990232632606,355.94709394658275,356.2395534946534,356.52187460150424
2446811.4120864663,1987.0411433086579,0.32545215151072343,0.3301103001151128,0.3349032525365867,356.57418166176996,356.84991386908763,357.11567304058167
2447035.9264097745,1987.6558431545614,0.34534833983866275,0.3500333501673274,0.3548539239347501,357.12995679631325,357.3904841982167,357.64185166173735
2447260.4407330826,1988.2705430004648,0.3651202252185596,0.36982087941359965,0.3746553365242108,357.6256517949268,357.8725497901443,358.11361405875164
2447484.955056391,1988.8852428463697,0.3847556966658904,0.38946431683835847,0.3943292076182598,358.0698503279112,358.3060752495723,358.5364414322695
2447709.4693796993,1989.4999426922732,0.4042246203737794,0.40893393768974473,0.41383068125408823,358.471079804491,358.6970929260429,358.91949426971155
2447933.9837030075,1990.1146425381767,0.42351436359732186,0.4282294342257642,0.4331494850176987,358.83654954100945,359.05376578129034,359.2674085919045
2448158.4980263156,1990.7293423840802,0.44262080965674006,0.447325752996898,0.4522427561058565,359.1694274574989,359.37932708972005,359.5860567863047
2448383.012349624,1991.3440422299848,0.4615059591791472,0.46622182032028325,0.4711237527679683,359.47562666909647,359.6786504531072,359.87901638057195
2448607.5266729323,1991.9587420758883,0.4801515701837102,0.48486706159671,0.4897629465764465,359.7578739106885,359.9548796307011,0.1493227612650838
2448832.0409962405,1992.5734419217918,0.4985264578610978,0.5032428391424748,0.5081351122180812,0.019752604190406232,0.21044561922085414,0.3996196038087215
2449056.555319549,1993.1881417676966,0.5166258812782273,0.521351853136046,0.5262338275259485,0.2628156477864383,0.44823848270511923,0.6323823433962424
2449281.069642857,1993.8028416136,0.5344571675467029,0.5391596868806519,0.5440094854041617,0.4897764150668439,0.6706744088927316,0.8501381949919288
2449505.5839661653,1994.4175414595036,0.55195085280068,0.5566520074572123,0.5614697156080305,0.7022677428370505,0.8790814978515515,1.05370941371262
